"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","55","Manmade staple fibres","A","Annual","A","Annual","USD","US$","2014","","","","530287252"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","55","Manmade staple fibres","A","Annual","A","Annual","USD","US$","2015","","","","322003158"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","55","Manmade staple fibres","A","Annual","A","Annual","USD","US$","2016","","","","113740885"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","55","Manmade staple fibres","A","Annual","A","Annual","USD","US$","2017","","","","203672083"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","55","Manmade staple fibres","A","Annual","A","Annual","USD","US$","2010","","","","470431184"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","55","Manmade staple fibres","A","Annual","A","Annual","USD","US$","2012","","","","596420733"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","55","Manmade staple fibres","A","Annual","A","Annual","USD","US$","2013","","","","600759271"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","55","Manmade staple fibres","A","Annual","A","Annual","USD","US$","2002","","","","147538332"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","55","Manmade staple fibres","A","Annual","A","Annual","USD","US$","2004","","","","234128865"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","55","Manmade staple fibres","A","Annual","A","Annual","USD","US$","2003","","","","156823643"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","55","Manmade staple fibres","A","Annual","A","Annual","USD","US$","2009","","","","405571045"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","55","Manmade staple fibres","A","Annual","A","Annual","USD","US$","2008","","","","363617179"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","55","Manmade staple fibres","A","Annual","A","Annual","USD","US$","2007","","","","302344304"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","55","Manmade staple fibres","A","Annual","A","Annual","USD","US$","2006","","","","253015381"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","55","Manmade staple fibres","A","Annual","A","Annual","USD","US$","2005","","","","282755282"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","56","Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof","A","Annual","A","Annual","USD","US$","2006","","","","208282112"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","56","Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof","A","Annual","A","Annual","USD","US$","2007","","","","231666853"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","56","Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof","A","Annual","A","Annual","USD","US$","2009","","","","191731078"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","56","Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof","A","Annual","A","Annual","USD","US$","2008","","","","259511468"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","56","Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof","A","Annual","A","Annual","USD","US$","2005","","","","145008316"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","56","Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof","A","Annual","A","Annual","USD","US$","2004","","","","98759274"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","56","Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof","A","Annual","A","Annual","USD","US$","2003","","","","76663901"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","56","Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof","A","Annual","A","Annual","USD","US$","2002","","","","55648699"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","56","Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof","A","Annual","A","Annual","USD","US$","2016","","","","169050059"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","56","Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof","A","Annual","A","Annual","USD","US$","2015","","","","190067255"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","56","Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof","A","Annual","A","Annual","USD","US$","2017","","","","180502706"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","56","Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof","A","Annual","A","Annual","USD","US$","2012","","","","204795190"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","56","Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof","A","Annual","A","Annual","USD","US$","2014","","","","205645111"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","56","Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof","A","Annual","A","Annual","USD","US$","2013","","","","197375043"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","56","Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof","A","Annual","A","Annual","USD","US$","2011","","","","222261027"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","56","Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof","A","Annual","A","Annual","USD","US$","2010","","","","219651990"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","57","Carpets and other textile floor coverings","A","Annual","A","Annual","USD","US$","2013","","","","26205498"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","57","Carpets and other textile floor coverings","A","Annual","A","Annual","USD","US$","2012","","","","26500008"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","57","Carpets and other textile floor coverings","A","Annual","A","Annual","USD","US$","2009","","","","16342602"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","57","Carpets and other textile floor coverings","A","Annual","A","Annual","USD","US$","2010","","","","22517664"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","57","Carpets and other textile floor coverings","A","Annual","A","Annual","USD","US$","2011","","","","23947807"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","57","Carpets and other textile floor coverings","A","Annual","A","Annual","USD","US$","2015","","","","21150904"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","57","Carpets and other textile floor coverings","A","Annual","A","Annual","USD","US$","2014","","","","21282005"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","57","Carpets and other textile floor coverings","A","Annual","A","Annual","USD","US$","2017","","","","20810822"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","57","Carpets and other textile floor coverings","A","Annual","A","Annual","USD","US$","2016","","","","20240576"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","57","Carpets and other textile floor coverings","A","Annual","A","Annual","USD","US$","2003","","","","3953993"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","57","Carpets and other textile floor coverings","A","Annual","A","Annual","USD","US$","2004","","","","6870474"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","57","Carpets and other textile floor coverings","A","Annual","A","Annual","USD","US$","2002","","","","3930063"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","57","Carpets and other textile floor coverings","A","Annual","A","Annual","USD","US$","2007","","","","16952067"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","57","Carpets and other textile floor coverings","A","Annual","A","Annual","USD","US$","2006","","","","11322087"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","57","Carpets and other textile floor coverings","A","Annual","A","Annual","USD","US$","2005","","","","7882340"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","57","Carpets and other textile floor coverings","A","Annual","A","Annual","USD","US$","2008","","","","24087911"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","58","Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery","A","Annual","A","Annual","USD","US$","2007","","","","12745252"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","58","Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery","A","Annual","A","Annual","USD","US$","2006","","","","14826673"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","58","Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery","A","Annual","A","Annual","USD","US$","2008","","","","13724205"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","58","Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery","A","Annual","A","Annual","USD","US$","2009","","","","15279114"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","58","Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery","A","Annual","A","Annual","USD","US$","2005","","","","12548098"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","58","Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery","A","Annual","A","Annual","USD","US$","2004","","","","13519886"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","58","Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery","A","Annual","A","Annual","USD","US$","2003","","","","12082721"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","58","Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery","A","Annual","A","Annual","USD","US$","2002","","","","11656527"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","58","Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery","A","Annual","A","Annual","USD","US$","2015","","","","24340832"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","58","Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery","A","Annual","A","Annual","USD","US$","2017","","","","21241918"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","58","Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery","A","Annual","A","Annual","USD","US$","2012","","","","18715483"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","58","Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery","A","Annual","A","Annual","USD","US$","2013","","","","24302545"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","58","Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery","A","Annual","A","Annual","USD","US$","2014","","","","24805563"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","58","Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery","A","Annual","A","Annual","USD","US$","2016","","","","21030268"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","58","Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery","A","Annual","A","Annual","USD","US$","2010","","","","18863709"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","58","Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery","A","Annual","A","Annual","USD","US$","2011","","","","17225645"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","59","Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use","A","Annual","A","Annual","USD","US$","2013","","","","108759580"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","59","Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use","A","Annual","A","Annual","USD","US$","2012","","","","103443416"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","59","Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use","A","Annual","A","Annual","USD","US$","2010","","","","96602008"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","59","Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use","A","Annual","A","Annual","USD","US$","2011","","","","104417709"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","59","Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use","A","Annual","A","Annual","USD","US$","2014","","","","119707104"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","59","Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use","A","Annual","A","Annual","USD","US$","2017","","","","119277440"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","59","Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use","A","Annual","A","Annual","USD","US$","2015","","","","111078388"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","59","Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use","A","Annual","A","Annual","USD","US$","2016","","","","98370116"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","59","Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use","A","Annual","A","Annual","USD","US$","2003","","","","59307225"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","59","Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use","A","Annual","A","Annual","USD","US$","2004","","","","72731996"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","59","Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use","A","Annual","A","Annual","USD","US$","2005","","","","63961397"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","59","Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use","A","Annual","A","Annual","USD","US$","2002","","","","38804698"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","59","Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use","A","Annual","A","Annual","USD","US$","2009","","","","71146299"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","59","Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use","A","Annual","A","Annual","USD","US$","2008","","","","89807273"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","59","Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use","A","Annual","A","Annual","USD","US$","2006","","","","78383283"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","59","Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use","A","Annual","A","Annual","USD","US$","2007","","","","93622779"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","60","Knitted or crocheted fabrics","A","Annual","A","Annual","USD","US$","2002","","","","11238676"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","60","Knitted or crocheted fabrics","A","Annual","A","Annual","USD","US$","2004","","","","7096849"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","60","Knitted or crocheted fabrics","A","Annual","A","Annual","USD","US$","2003","","","","6581110"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","60","Knitted or crocheted fabrics","A","Annual","A","Annual","USD","US$","2005","","","","7337821"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","60","Knitted or crocheted fabrics","A","Annual","A","Annual","USD","US$","2006","","","","8686897"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","60","Knitted or crocheted fabrics","A","Annual","A","Annual","USD","US$","2014","","","","16605959"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","60","Knitted or crocheted fabrics","A","Annual","A","Annual","USD","US$","2017","","","","12755904"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","60","Knitted or crocheted fabrics","A","Annual","A","Annual","USD","US$","2015","","","","14229812"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","60","Knitted or crocheted fabrics","A","Annual","A","Annual","USD","US$","2016","","","","12841638"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","60","Knitted or crocheted fabrics","A","Annual","A","Annual","USD","US$","2012","","","","18377359"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","60","Knitted or crocheted fabrics","A","Annual","A","Annual","USD","US$","2013","","","","19850333"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","60","Knitted or crocheted fabrics","A","Annual","A","Annual","USD","US$","2009","","","","14258983"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","60","Knitted or crocheted fabrics","A","Annual","A","Annual","USD","US$","2010","","","","19292354"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","60","Knitted or crocheted fabrics","A","Annual","A","Annual","USD","US$","2011","","","","19199384"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","60","Knitted or crocheted fabrics","A","Annual","A","Annual","USD","US$","2007","","","","12230499"
