"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","65","Headgear and parts thereof","A","Annual","A","Annual","USD","US$","2016","","","","1513542262"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","65","Headgear and parts thereof","A","Annual","A","Annual","USD","US$","2008","","","","1027772197"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","65","Headgear and parts thereof","A","Annual","A","Annual","USD","US$","2005","","","","866076469"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","65","Headgear and parts thereof","A","Annual","A","Annual","USD","US$","2007","","","","1010978036"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","65","Headgear and parts thereof","A","Annual","A","Annual","USD","US$","2006","","","","999049702"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","65","Headgear and parts thereof","A","Annual","A","Annual","USD","US$","2002","","","","478849764"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","65","Headgear and parts thereof","A","Annual","A","Annual","USD","US$","2004","","","","740689907"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","65","Headgear and parts thereof","A","Annual","A","Annual","USD","US$","2003","","","","627611095"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","66","Umbrellas, sun umbrellas, walkingsticks, seatsticks, whips, ridingcrops and parts thereof","A","Annual","A","Annual","USD","US$","2004","","","","295323788"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","66","Umbrellas, sun umbrellas, walkingsticks, seatsticks, whips, ridingcrops and parts thereof","A","Annual","A","Annual","USD","US$","2003","","","","264306046"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","66","Umbrellas, sun umbrellas, walkingsticks, seatsticks, whips, ridingcrops and parts thereof","A","Annual","A","Annual","USD","US$","2002","","","","217500643"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","66","Umbrellas, sun umbrellas, walkingsticks, seatsticks, whips, ridingcrops and parts thereof","A","Annual","A","Annual","USD","US$","2007","","","","381218931"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","66","Umbrellas, sun umbrellas, walkingsticks, seatsticks, whips, ridingcrops and parts thereof","A","Annual","A","Annual","USD","US$","2006","","","","347151798"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","66","Umbrellas, sun umbrellas, walkingsticks, seatsticks, whips, ridingcrops and parts thereof","A","Annual","A","Annual","USD","US$","2005","","","","331322515"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","66","Umbrellas, sun umbrellas, walkingsticks, seatsticks, whips, ridingcrops and parts thereof","A","Annual","A","Annual","USD","US$","2008","","","","402658656"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","66","Umbrellas, sun umbrellas, walkingsticks, seatsticks, whips, ridingcrops and parts thereof","A","Annual","A","Annual","USD","US$","2010","","","","450506293"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","66","Umbrellas, sun umbrellas, walkingsticks, seatsticks, whips, ridingcrops and parts thereof","A","Annual","A","Annual","USD","US$","2009","","","","356569396"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","66","Umbrellas, sun umbrellas, walkingsticks, seatsticks, whips, ridingcrops and parts thereof","A","Annual","A","Annual","USD","US$","2017","","","","577220328"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","66","Umbrellas, sun umbrellas, walkingsticks, seatsticks, whips, ridingcrops and parts thereof","A","Annual","A","Annual","USD","US$","2015","","","","531894152"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","66","Umbrellas, sun umbrellas, walkingsticks, seatsticks, whips, ridingcrops and parts thereof","A","Annual","A","Annual","USD","US$","2016","","","","525648077"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","66","Umbrellas, sun umbrellas, walkingsticks, seatsticks, whips, ridingcrops and parts thereof","A","Annual","A","Annual","USD","US$","2014","","","","498817410"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","66","Umbrellas, sun umbrellas, walkingsticks, seatsticks, whips, ridingcrops and parts thereof","A","Annual","A","Annual","USD","US$","2013","","","","491234763"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","66","Umbrellas, sun umbrellas, walkingsticks, seatsticks, whips, ridingcrops and parts thereof","A","Annual","A","Annual","USD","US$","2012","","","","490013855"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","66","Umbrellas, sun umbrellas, walkingsticks, seatsticks, whips, ridingcrops and parts thereof","A","Annual","A","Annual","USD","US$","2011","","","","470928146"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","67","Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair","A","Annual","A","Annual","USD","US$","2010","","","","1284731722"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","67","Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair","A","Annual","A","Annual","USD","US$","2013","","","","1438667914"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","67","Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair","A","Annual","A","Annual","USD","US$","2011","","","","1530608987"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","67","Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair","A","Annual","A","Annual","USD","US$","2017","","","","1626580740"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","67","Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair","A","Annual","A","Annual","USD","US$","2016","","","","1550704964"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","67","Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair","A","Annual","A","Annual","USD","US$","2015","","","","1591721125"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","67","Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair","A","Annual","A","Annual","USD","US$","2012","","","","1549490938"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","67","Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair","A","Annual","A","Annual","USD","US$","2014","","","","1380988728"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","67","Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair","A","Annual","A","Annual","USD","US$","2008","","","","1239884637"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","67","Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair","A","Annual","A","Annual","USD","US$","2009","","","","1068786656"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","67","Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair","A","Annual","A","Annual","USD","US$","2003","","","","1098310076"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","67","Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair","A","Annual","A","Annual","USD","US$","2002","","","","1051637587"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","67","Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair","A","Annual","A","Annual","USD","US$","2005","","","","1150358982"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","67","Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair","A","Annual","A","Annual","USD","US$","2004","","","","1114053608"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","67","Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair","A","Annual","A","Annual","USD","US$","2007","","","","1270060871"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","67","Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair","A","Annual","A","Annual","USD","US$","2006","","","","1208404982"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","68","Articles of stone, plaster, cement, asbestos, mica or similar materials","A","Annual","A","Annual","USD","US$","2003","","","","755587114"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","68","Articles of stone, plaster, cement, asbestos, mica or similar materials","A","Annual","A","Annual","USD","US$","2004","","","","864611926"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","68","Articles of stone, plaster, cement, asbestos, mica or similar materials","A","Annual","A","Annual","USD","US$","2006","","","","1173325942"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","68","Articles of stone, plaster, cement, asbestos, mica or similar materials","A","Annual","A","Annual","USD","US$","2005","","","","1010419689"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","68","Articles of stone, plaster, cement, asbestos, mica or similar materials","A","Annual","A","Annual","USD","US$","2002","","","","728345591"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","68","Articles of stone, plaster, cement, asbestos, mica or similar materials","A","Annual","A","Annual","USD","US$","2007","","","","1261826724"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","68","Articles of stone, plaster, cement, asbestos, mica or similar materials","A","Annual","A","Annual","USD","US$","2008","","","","1148346278"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","68","Articles of stone, plaster, cement, asbestos, mica or similar materials","A","Annual","A","Annual","USD","US$","2010","","","","952287828"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","68","Articles of stone, plaster, cement, asbestos, mica or similar materials","A","Annual","A","Annual","USD","US$","2009","","","","900702054"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","68","Articles of stone, plaster, cement, asbestos, mica or similar materials","A","Annual","A","Annual","USD","US$","2011","","","","977581527"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","68","Articles of stone, plaster, cement, asbestos, mica or similar materials","A","Annual","A","Annual","USD","US$","2013","","","","1187711443"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","68","Articles of stone, plaster, cement, asbestos, mica or similar materials","A","Annual","A","Annual","USD","US$","2014","","","","1298213397"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","68","Articles of stone, plaster, cement, asbestos, mica or similar materials","A","Annual","A","Annual","USD","US$","2015","","","","1511869418"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","68","Articles of stone, plaster, cement, asbestos, mica or similar materials","A","Annual","A","Annual","USD","US$","2012","","","","1050110532"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","68","Articles of stone, plaster, cement, asbestos, mica or similar materials","A","Annual","A","Annual","USD","US$","2016","","","","1701076411"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","68","Articles of stone, plaster, cement, asbestos, mica or similar materials","A","Annual","A","Annual","USD","US$","2017","","","","1939490858"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","69","Ceramic products","A","Annual","A","Annual","USD","US$","2012","","","","2255499874"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","69","Ceramic products","A","Annual","A","Annual","USD","US$","2013","","","","2200168262"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","69","Ceramic products","A","Annual","A","Annual","USD","US$","2017","","","","2337105522"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","69","Ceramic products","A","Annual","A","Annual","USD","US$","2015","","","","2369168282"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","69","Ceramic products","A","Annual","A","Annual","USD","US$","2016","","","","2222689701"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","69","Ceramic products","A","Annual","A","Annual","USD","US$","2014","","","","2327343255"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","69","Ceramic products","A","Annual","A","Annual","USD","US$","2009","","","","1425802110"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","69","Ceramic products","A","Annual","A","Annual","USD","US$","2010","","","","1900571889"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","69","Ceramic products","A","Annual","A","Annual","USD","US$","2011","","","","2263475411"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","69","Ceramic products","A","Annual","A","Annual","USD","US$","2006","","","","1588908726"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","69","Ceramic products","A","Annual","A","Annual","USD","US$","2008","","","","1679453716"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","69","Ceramic products","A","Annual","A","Annual","USD","US$","2007","","","","1675486998"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","69","Ceramic products","A","Annual","A","Annual","USD","US$","2005","","","","1354596758"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","69","Ceramic products","A","Annual","A","Annual","USD","US$","2003","","","","1158974418"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","69","Ceramic products","A","Annual","A","Annual","USD","US$","2004","","","","1215756724"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","69","Ceramic products","A","Annual","A","Annual","USD","US$","2002","","","","1063226209"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","70","Glass and glassware","A","Annual","A","Annual","USD","US$","2009","","","","1190459006"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","70","Glass and glassware","A","Annual","A","Annual","USD","US$","2014","","","","2385538682"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","70","Glass and glassware","A","Annual","A","Annual","USD","US$","2010","","","","1600575379"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","70","Glass and glassware","A","Annual","A","Annual","USD","US$","2012","","","","1921677175"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","70","Glass and glassware","A","Annual","A","Annual","USD","US$","2015","","","","2700510689"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","70","Glass and glassware","A","Annual","A","Annual","USD","US$","2016","","","","2725786917"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","70","Glass and glassware","A","Annual","A","Annual","USD","US$","2013","","","","2048968285"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","70","Glass and glassware","A","Annual","A","Annual","USD","US$","2011","","","","1795219725"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","70","Glass and glassware","A","Annual","A","Annual","USD","US$","2005","","","","1038991040"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","70","Glass and glassware","A","Annual","A","Annual","USD","US$","2006","","","","1225247720"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","70","Glass and glassware","A","Annual","A","Annual","USD","US$","2007","","","","1372614946"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","70","Glass and glassware","A","Annual","A","Annual","USD","US$","2008","","","","1416620960"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","70","Glass and glassware","A","Annual","A","Annual","USD","US$","2004","","","","856781727"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","70","Glass and glassware","A","Annual","A","Annual","USD","US$","2003","","","","702822271"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","70","Glass and glassware","A","Annual","A","Annual","USD","US$","2002","","","","591388239"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","70","Glass and glassware","A","Annual","A","Annual","USD","US$","2017","","","","2874167173"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","71","Natural or cultured pearls, precious or semiprecious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin","A","Annual","A","Annual","USD","US$","2006","","","","2553409248"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","71","Natural or cultured pearls, precious or semiprecious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin","A","Annual","A","Annual","USD","US$","2008","","","","2698296381"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","71","Natural or cultured pearls, precious or semiprecious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin","A","Annual","A","Annual","USD","US$","2007","","","","2782041870"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","71","Natural or cultured pearls, precious or semiprecious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin","A","Annual","A","Annual","USD","US$","2009","","","","2265654763"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","71","Natural or cultured pearls, precious or semiprecious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin","A","Annual","A","Annual","USD","US$","2005","","","","2197592770"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","71","Natural or cultured pearls, precious or semiprecious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin","A","Annual","A","Annual","USD","US$","2002","","","","1197813962"
