topic_index,pop_idx,tokens
166,0.00996862404967418,市场 债券 新兴 美国 资产 投资者 经济 投资 风险 国债 资金 股市
167,0.044254468244878824,关系 问题 战略 外交 安全 对话 解决 局势 大国 国际 之间 各方
168,0.020157457545559233,裸照 贝克 桑切斯 格雷 短讯 小报 没有 婚外情 葬礼 肖像 降雨 倾泻
169,0.03756480025530229,罗斯 女儿 女童 父亲 男童 儿子 哥哥 母亲 弟弟 一名 发现 安德森
170,0.012832551114620632,药品 退伍军人 克尔 网易 动物园 辛辛那提 王希哲 大猩猩 抗癌 之家 油管 充气
171,0.019013403004226666,波音 飞机 客机 波音公司 航空 安全 停飞 空难 问题 系统 机型 表示
172,0.0014060826597125577,坦克 战车 重型 主战 装甲 史蒂文斯 装甲车 加利 反坦克 军备 步兵 考尔
173,0.018814479738653623,热气球 尔斯 彩虹 连发 两起 日产 万亿日元 核辐射 亨德森 没有 福岛 降半旗
174,0.0006515121483513872,国会 参议院 委员会 法案 众议院 议员 参议员 议案 表决 共和党 美国国会 总统
175,0.018099351863997255,医生 医院 感染 病毒 病人 治疗 接受 波拉 手术 表示 中心 出现
176,0.010286906348600211,疫苗 药厂 接种 麻疹 天花 辉瑞 李振成 注射 中国公安部 江南 瓦斯 微波
177,0.02916730670706263,宠物 谣言 主人 传言 报告书 雪佛兰 掳走 没有 色情片 造谣 饲养 肮脏
178,0.0003998334424641863,阿里巴巴 马云 禁售 拉哈 董事局 病态 煤矿 赌徒 纳殊 矿工 密室 三星公司
179,0.0014631634492311863,编译 入选 人民网 审稿 如下 面孔 陈建军 本文 网站 遵义 月刊 频道
180,0.033637450086782185,小镇 露宿 排华 哥斯达黎加 问题 研究会 没有 当地 社区 生活 国家 牛肉
181,0.0010543975232846935,罗杰斯 定存 李嘉诚 解禁 大王 除息 翻身 五穷 心急 长实 表示 六绝
182,0.005214389312244027,印第安人 莎拉 针灸 印第安 大峡谷 融合 部落 需要 组织 治疗 圣菲 粪便
183,0.006212549213109901,犹太人 危机 犹太 克劳 政治危机 政治 托德 问题 社会 政府 犹太裔 发生
184,0.000707525544703241,卡塔尔 阿联酋 巴林 达罗 贝索斯 解散 电文 外交 科威特 麦肯齐 风波 大使
185,0.010717473020915727,阿富汗 塔利班 巴基斯坦 袭击 基地 发动 组织 喀布尔 表示 可能 炸弹 战争
186,0.004334337652061953,网红 西蒙 内贾德 华莱士 衣着 艾哈迈迪 成败 字母 小精灵 季调 一浪 精灵
187,0.00689117133013921,古巴 卡斯特罗 关系 禁运 美古 正常化 哈瓦那 劳尔 外交关系 封锁 宣布 政策
188,0.0006660032709358344,首轮 华文 勒庞 news 猛禽 力挺 said 斐济 阵线 world 锐评 吉尔
189,0.019128122382331903,飞机 一架 事故 客机 坠毁 飞行 降落 人员 发生 发现 表示 失踪
190,0.029693149234649174,人民币 汇率 贬值 美元 升值 市场 中国 离岸 中间价 昨日 在岸 点子
191,0.02782938030799341,日本 安倍 历史 二战 冲绳 慰安妇 战争 战后 问题 原子弹 广岛 日本政府
192,0.02297482937544922,波兰 华沙 中文 中秋 回信 城城 表示 暂无 喜欢 郑佩佩 花木兰 灾后
193,0.12132368742148211,一路 一带 中国 倡议 国家 建设 基础设施 基建 沿线 经济 合作 计划
194,0.0068254201655096785,多尔 整理 星岛日报 小布殊 马歇尔 克林顿 计画 老布殊 总统 福布斯 佩罗 桥本
195,0.0010448058652495222,伯格 史密斯 朱克 别墅 多伦多 船民 阿诺德 梅森 软银 匪徒 进化 创办人
196,0.010191770697410178,国旗 侮辱 李登辉 巴拿马 排名榜 鲨鱼 被告 母校 阻吓 裁判官 判刑 毁坏
197,0.0035779925951771475,朝鲜 金正恩 特朗普 会谈 美朝 表示 峰会 韩国 举行 文在寅 总统 领导人
198,0.004135377429032033,澳门 拉斯维加斯 赌场 博彩 赌博 赌城 金沙 博彩业 赌业 地域 美高梅 四种
199,0.007658203407623624,香港 反对派 立法会 议员 外国 事务 干预 特区政府 一国两制 条例 逃犯 修例
200,0.03879615170756864,枪支 发生 警方 枪击 暴力 事件 枪击案 犯罪 一名 嫌疑人 案件 没有
201,0.011079766795191806,小姐 泰勒 冠军 选美 郭台铭 佳丽 美利坚 决赛 旧金山市 市长 李孟贤 萨德尔
202,0.009677965350178867,亿美元 预算 政府 开支 亿港元 削减 增加 债务 计划 财政 上限 预算案
203,0.05016600884718429,中国 建交 断交 国家 台湾 萨尔瓦多 外交 中美洲 岛国 政府 华府 国际
