Date,Open,High,Low,Close,Adj Close,Volume,Return
1980-02-05,114.370003,115.25,112.150002,114.660004,114.660004,41880000,0.002535639
1980-02-06,114.660004,116.57,113.650002,115.720001,115.720001,51950000,0.009244697
1980-02-07,115.720001,117.870003,115.220001,116.279999,116.279999,57690000,0.00483925
1980-02-08,116.279999,118.660004,115.720001,117.949997,117.949997,57860000,0.014361868
1980-02-11,117.949997,119.050003,116.309998,117.120003,117.120003,58660000,-0.007036829
1980-02-12,117.120003,118.410004,115.75,117.900002,117.900002,48090000,0.006659827
1980-02-13,117.900002,120.220001,117.57,118.440002,118.440002,65230000,0.004580153
1980-02-14,118.440002,119.300003,116.040001,116.720001,116.720001,50540000,-0.014522129
1980-02-15,116.699997,116.699997,114.120003,115.410004,115.410004,46680000,-0.011223415
1980-02-19,115.410004,115.669998,113.349998,114.599998,114.599998,39480000,-0.007018508
1980-02-20,114.599998,117.18,114.059998,116.470001,116.470001,44340000,0.016317653
1980-02-21,116.470001,117.900002,114.440002,115.279999,115.279999,51530000,-0.01021724
1980-02-22,115.279999,116.459999,113.43,115.040001,115.040001,48210000,-0.00208187
1980-02-25,114.93,114.93,112.620003,113.330002,113.330002,39140000,-0.014864386
1980-02-26,113.330002,114.760002,112.300003,113.980003,113.980003,40000000,0.005735472
1980-02-27,113.980003,115.120003,111.910004,112.379997,112.379997,46430000,-0.014037603
1980-02-28,112.379997,113.699997,111.330002,112.349998,112.349998,40330000,-0.000266943
1980-02-29,112.349998,114.120003,111.769997,113.660004,113.660004,38810000,0.011660045
1980-03-03,113.660004,114.339996,112.010002,112.5,112.5,38690000,-0.010205912
1980-03-04,112.5,113.410004,110.830002,112.779999,112.779999,44310000,0.00248888
1980-03-05,112.779999,113.940002,110.580002,111.129997,111.129997,49240000,-0.014630271
1980-03-06,111.129997,111.290001,107.849998,108.650002,108.650002,49610000,-0.022316162
1980-03-07,108.650002,108.959999,105.989998,106.900002,106.900002,50950000,-0.016106765
1980-03-10,106.900002,107.860001,104.919998,106.510002,106.510002,43750000,-0.003648269
1980-03-11,106.510002,108.540001,106.18,107.779999,107.779999,41350000,0.011923735
1980-03-12,107.779999,108.400002,105.419998,106.870003,106.870003,37990000,-0.008443088
1980-03-13,106.870003,107.550003,105.099998,105.620003,105.620003,33070000,-0.011696453
1980-03-14,105.620003,106.489998,104.010002,105.43,105.43,35180000,-0.00179893
1980-03-17,105.230003,105.230003,101.82,102.260002,102.260002,37020000,-0.030067324
1980-03-18,102.260002,104.709999,101.139999,104.099998,104.099998,47340000,0.017993311
1980-03-19,104.099998,105.720001,103.349998,104.309998,104.309998,36520000,0.002017291
1980-03-20,104.309998,105.169998,102.519997,103.120003,103.120003,32580000,-0.011408254
1980-03-21,103.120003,103.730003,101.550003,102.309998,102.309998,32220000,-0.007854975
1980-03-24,102.18,102.18,98.879997,99.279999,99.279999,39230000,-0.029615864
1980-03-25,99.279999,100.580002,97.889999,99.190002,99.190002,43790000,-0.000906497
1980-03-26,99.190002,101.220001,98.099998,98.68,98.68,37370000,-0.005141667
1980-03-27,98.68,99.580002,94.230003,98.220001,98.220001,63680000,-0.004661522
1980-03-28,98.220001,101.43,97.720001,100.68,100.68,46720000,0.025045805
1980-03-31,100.68,102.650002,100.019997,102.089996,102.089996,35840000,0.014004728
1980-04-01,102.089996,103.279999,100.849998,102.18,102.18,32230000,0.000881614
1980-04-02,102.18,103.870003,101.449997,102.68,102.68,35210000,0.004893326
1980-04-03,102.68,103.339996,101.309998,102.150002,102.150002,27970000,-0.005161648
1980-04-07,102.150002,102.269997,99.730003,100.190002,100.190002,29130000,-0.019187469
1980-04-08,100.190002,101.879997,99.230003,101.199997,101.199997,31700000,0.010080796
1980-04-09,101.199997,103.599998,101.010002,103.110001,103.110001,33020000,0.018873558
1980-04-10,103.110001,105,102.809998,104.080002,104.080002,33940000,0.009407439
1980-04-11,104.080002,105.150002,103.199997,103.790001,103.790001,29960000,-0.002786328
1980-04-14,103.790001,103.919998,102.080002,102.839996,102.839996,23060000,-0.009153146
1980-04-15,102.839996,103.940002,101.849998,102.629997,102.629997,26670000,-0.002041997
1980-04-16,102.629997,104.419998,101.129997,101.540001,101.540001,39730000,-0.010620638
1980-04-17,101.540001,102.209999,100.120003,101.050003,101.050003,32770000,-0.004825665
1980-04-18,101.050003,102.07,99.970001,100.550003,100.550003,26880000,-0.004948045
1980-04-21,100.550003,101.260002,98.949997,99.800003,99.800003,27560000,-0.007458975
1980-04-22,100.809998,104.019997,100.809998,103.43,103.43,47920000,0.036372714
1980-04-23,103.43,105.110001,102.809998,103.730003,103.730003,42620000,0.002900541
1980-04-24,103.730003,105.43,102.93,104.400002,104.400002,35790000,0.006459067
1980-04-25,104.400002,105.57,103.019997,105.160004,105.160004,28590000,0.007279713
1980-04-28,105.160004,106.790001,104.639999,105.639999,105.639999,30600000,0.004564425
1980-04-29,105.639999,106.699997,104.860001,105.860001,105.860001,27940000,0.002082563
1980-04-30,105.860001,106.720001,104.5,106.290001,106.290001,30850000,0.004061969
1980-05-01,106.290001,106.860001,104.720001,105.459999,105.459999,32480000,-0.007808844
1980-05-02,105.459999,106.25,104.610001,105.580002,105.580002,28040000,0.001137901
1980-05-05,105.580002,106.830002,104.639999,106.379997,106.379997,34090000,0.007577145
1980-05-06,106.379997,107.830002,105.360001,106.25,106.25,40160000,-0.001222006
1980-05-07,106.25,108.120003,105.830002,107.18,107.18,42600000,0.008752941
1980-05-08,107.18,108.019997,105.5,106.129997,106.129997,39280000,-0.009796632
1980-05-09,106.129997,106.199997,104.18,104.720001,104.720001,30280000,-0.013285556
1980-05-12,104.720001,105.480003,103.5,104.779999,104.779999,28220000,0.000572937
1980-05-13,104.779999,106.760002,104.440002,106.300003,106.300003,35460000,0.014506624
1980-05-14,106.300003,107.889999,106,106.849998,106.849998,40840000,0.005173989
1980-05-15,106.849998,107.989998,106.07,106.989998,106.989998,41120000,0.001310248
1980-05-16,106.989998,107.889999,106.25,107.349998,107.349998,31710000,0.003364801
1980-05-19,107.349998,108.43,106.510002,107.669998,107.669998,30970000,0.002980904
1980-05-20,107.669998,108.389999,106.75,107.620003,107.620003,31800000,-0.000464335
1980-05-21,107.620003,108.309998,106.540001,107.720001,107.720001,34830000,0.000929177
1980-05-22,107.720001,109.730003,107.339996,109.010002,109.010002,41040000,0.011975501
1980-05-23,109.010002,111.370003,109.010002,110.620003,110.620003,45790000,0.014769296
1980-05-27,110.620003,112.300003,110.349998,111.400002,111.400002,40810000,0.007051157
1980-05-28,111.400002,112.720001,110.419998,112.059998,112.059998,38580000,0.00592456
1980-05-29,112.059998,112.639999,109.860001,110.269997,110.269997,42000000,-0.015973595
1980-05-30,110.269997,111.550003,108.870003,111.239998,111.239998,34820000,0.008796599
1980-06-02,111.239998,112.150002,110.059998,110.760002,110.760002,32710000,-0.004314959
1980-06-03,110.760002,111.629997,109.769997,110.510002,110.510002,33150000,-0.002257132
1980-06-04,110.510002,113.449997,110.220001,112.610001,112.610001,44180000,0.019002796
1980-06-05,112.610001,114.379997,111.889999,112.779999,112.779999,49070000,0.001509617
1980-06-06,112.779999,114.010002,112.110001,113.199997,113.199997,37230000,0.003724047
1980-06-09,113.199997,114.510002,112.68,113.709999,113.709999,36820000,0.004505318
1980-06-10,113.709999,115.5,113.169998,114.660004,114.660004,42030000,0.00835463
1980-06-11,114.660004,116.639999,114.220001,116.019997,116.019997,43800000,0.011861093
1980-06-12,116.019997,117.010002,114.279999,115.519997,115.519997,47300000,-0.004309602
1980-06-13,115.519997,116.940002,114.669998,115.809998,115.809998,41880000,0.002510397
1980-06-16,115.809998,116.800003,114.779999,116.089996,116.089996,36190000,0.002417736
1980-06-17,116.089996,117.160004,115.129997,116.029999,116.029999,41990000,-0.000516815
1980-06-18,116.029999,116.839996,114.769997,116.260002,116.260002,41960000,0.001982272
1980-06-19,116.260002,116.809998,114.360001,114.660004,114.660004,38280000,-0.01376224
1980-06-20,114.660004,114.900002,113.120003,114.059998,114.059998,36530000,-0.005232915
1980-06-23,114.059998,115.279999,113.349998,114.510002,114.510002,34180000,0.003945327
1980-06-24,114.510002,115.75,113.760002,115.139999,115.139999,37730000,0.005501677
1980-06-25,115.139999,117.370003,115.07,116.720001,116.720001,46500000,0.013722442
1980-06-26,116.720001,117.980003,115.580002,116.190002,116.190002,45110000,-0.004540773
1980-06-27,116.190002,116.93,115.059998,116,116,33110000,-0.00163527
1980-06-30,116,116.040001,113.550003,114.239998,114.239998,29910000,-0.015172431
1980-07-01,114.239998,115.449997,113.540001,114.93,114.93,34340000,0.006039934
1980-07-02,114.93,116.440002,114.360001,115.68,115.68,42950000,0.006525711
1980-07-03,115.68,117.800003,115.489998,117.459999,117.459999,47230000,0.015387267
1980-07-07,117.459999,118.849998,116.959999,118.290001,118.290001,42540000,0.007066252
1980-07-08,118.290001,119.110001,117.07,117.839996,117.839996,45830000,-0.003804252
1980-07-09,117.839996,119.519997,117.099998,117.980003,117.980003,52010000,0.001188111
1980-07-10,117.980003,118.57,116.379997,116.949997,116.949997,43730000,-0.008730344
1980-07-11,116.949997,118.379997,116.290001,117.839996,117.839996,38310000,0.007610081
1980-07-14,117.839996,120.370003,117.449997,120.010002,120.010002,45500000,0.018414851
1980-07-15,120.010002,121.559998,118.849998,119.300003,119.300003,60920000,-0.005916165
1980-07-16,119.300003,120.870003,118.540001,119.629997,119.629997,49140000,0.002766085
1980-07-17,119.629997,121.839996,119.43,121.440002,121.440002,48850000,0.015130026
1980-07-18,121.440002,123.190002,120.879997,122.040001,122.040001,58040000,0.004940703
1980-07-21,122.040001,123.150002,120.849998,122.510002,122.510002,42750000,0.003851204
1980-07-22,122.510002,123.900002,121.379997,122.190002,122.190002,52230000,-0.002612032
1980-07-23,122.190002,123.260002,120.93,121.93,121.93,45890000,-0.00212785
1980-07-24,121.93,122.980003,120.830002,121.790001,121.790001,42420000,-0.001148192
1980-07-25,121.790001,121.959999,119.940002,120.779999,120.779999,36250000,-0.00829298
1980-07-28,120.779999,122.019997,119.779999,121.43,121.43,35330000,0.005381694
1980-07-29,121.43,122.989998,120.760002,122.400002,122.400002,44840000,0.007988158
1980-07-30,122.400002,123.93,121.160004,122.230003,122.230003,58060000,-0.001388881
1980-07-31,122.230003,122.339996,119.400002,121.669998,121.669998,54610000,-0.004581567
1980-08-01,121.669998,122.379997,120.080002,121.209999,121.209999,46440000,-0.00378071
1980-08-04,121.209999,121.629997,119.419998,120.980003,120.980003,41550000,-0.0018975
1980-08-05,120.980003,122.089996,119.959999,120.739998,120.739998,45510000,-0.00198384
1980-08-06,120.739998,122.010002,119.940002,121.550003,121.550003,45050000,0.006708672
1980-08-07,121.660004,123.839996,121.660004,123.300003,123.300003,61820000,0.014397367
1980-08-08,123.300003,125.230003,122.82,123.610001,123.610001,58860000,0.002514177
1980-08-11,123.610001,125.309998,122.849998,124.779999,124.779999,44690000,0.009465237
1980-08-12,124.779999,125.779999,123.290001,123.790001,123.790001,52050000,-0.007933948
1980-08-13,123.790001,124.669998,122.489998,123.279999,123.279999,44350000,-0.004119897
1980-08-14,123.279999,125.620003,122.68,125.25,125.25,47700000,0.015979891
1980-08-15,125.25,126.610001,124.57,125.720001,125.720001,47780000,0.003752503
1980-08-18,125.279999,125.279999,122.82,123.389999,123.389999,41890000,-0.018533264
1980-08-19,123.389999,124,121.970001,122.599998,122.599998,41930000,-0.006402472
1980-08-20,122.599998,124.269997,121.910004,123.769997,123.769997,42560000,0.009543222
1980-08-21,123.769997,125.989998,123.610001,125.459999,125.459999,50770000,0.013654375
1980-08-22,125.459999,127.779999,125.18,126.019997,126.019997,58210000,0.004463558
1980-08-25,126.019997,126.279999,124.650002,125.160004,125.160004,35400000,-0.006824258
1980-08-26,125.160004,126.290001,124.010002,124.839996,124.839996,41700000,-0.002556791
1980-08-27,124.839996,124.980003,122.93,123.519997,123.519997,44000000,-0.010573526
1980-08-28,123.519997,123.910004,121.610001,122.080002,122.080002,39890000,-0.011657991
1980-08-29,122.080002,123.010002,121.059998,122.379997,122.379997,33510000,0.002457364
1980-09-02,122.379997,124.360001,121.790001,123.739998,123.739998,35290000,0.011112935
1980-09-03,123.870003,126.43,123.870003,126.120003,126.120003,52370000,0.019233918
1980-09-04,126.120003,127.699997,124.419998,125.419998,125.419998,59030000,-0.005550309
1980-09-05,125.419998,126.120003,124.080002,124.879997,124.879997,37990000,-0.004305541
1980-09-08,124.879997,125.669998,122.779999,123.309998,123.309998,42050000,-0.012572061
1980-09-09,123.309998,124.519997,121.940002,124.07,124.07,44460000,0.006163345
1980-09-10,124.07,125.949997,123.599998,124.809998,124.809998,51430000,0.005964359
1980-09-11,124.809998,126.480003,124.190002,125.660004,125.660004,44770000,0.0068104
1980-09-12,125.660004,126.75,124.720001,125.540001,125.540001,47180000,-0.000954982
1980-09-15,125.540001,126.349998,124.089996,125.669998,125.669998,44630000,0.001035503
1980-09-16,125.669998,127.779999,125.150002,126.739998,126.739998,57290000,0.008514363
1980-09-17,126.739998,129.679993,126.370003,128.869995,128.869995,63990000,0.016806036
1980-09-18,128.869995,130.380005,127.629997,128.399994,128.399994,63390000,-0.003647094
1980-09-19,128.399994,130.330002,127.57,129.25,129.25,53780000,0.006619985
1980-09-22,129.25,130.990005,127.889999,130.399994,130.399994,53140000,0.008897439
1980-09-23,130.399994,132.169998,128.550003,129.429993,129.429993,64390000,-0.007438658
1980-09-24,129.429993,131.339996,128.449997,130.369995,130.369995,56860000,0.007262629
1980-09-25,130.369995,131.529999,128.130005,128.720001,128.720001,49510000,-0.01265624
1980-09-26,128.169998,128.169998,125.290001,126.349998,126.349998,49460000,-0.01841208
1980-09-29,125.410004,125.410004,122.870003,123.540001,123.540001,46410000,-0.022239787
1980-09-30,123.540001,126.089996,123.540001,125.459999,125.459999,40290000,0.015541509
1980-10-01,125.459999,127.879997,124.660004,127.129997,127.129997,48720000,0.013311
1980-10-02,127.129997,128.820007,126.040001,128.089996,128.089996,46160000,0.007551318
1980-10-03,128.089996,130.440002,127.650002,129.330002,129.330002,47510000,0.00968074
1980-10-06,129.350006,132.380005,129.350006,131.729996,131.729996,50130000,0.018557133
1980-10-07,131.729996,132.880005,130.100006,131,131,50310000,-0.005541608
1980-10-08,131,132.779999,130.279999,131.649994,131.649994,46580000,0.004961786
1980-10-09,131.649994,132.649994,130.25,131.039993,131.039993,43980000,-0.004633506
1980-10-10,131.039993,132.149994,129.580002,130.289993,130.289993,44040000,-0.005723444
1980-10-13,130.289993,132.460007,129.369995,132.029999,132.029999,31360000,0.013354871
1980-10-14,132.029999,133.570007,131.160004,132.020004,132.020004,48830000,-7.57025E-05
1980-10-15,132.020004,134.350006,131.589996,133.699997,133.699997,48260000,0.012725291
1980-10-16,133.699997,135.880005,131.639999,132.220001,132.220001,65450000,-0.011069529
1980-10-17,132.220001,133.070007,130.220001,131.520004,131.520004,43920000,-0.005294184
1980-10-20,131.520004,133.210007,130.039993,132.610001,132.610001,40910000,0.00828769
1980-10-21,132.610001,134.009995,130.779999,131.839996,131.839996,51220000,-0.005806538
1980-10-22,131.839996,132.970001,130.619995,131.919998,131.919998,43060000,0.000606811
1980-10-23,131.919998,132.539993,128.869995,129.529999,129.529999,49200000,-0.018117033
1980-10-24,129.529999,130.550003,128.039993,129.850006,129.850006,41050000,0.002470524
1980-10-27,129.850006,129.940002,127.339996,127.879997,127.879997,34430000,-0.01517142
1980-10-28,127.879997,128.860001,126.360001,128.050003,128.050003,40300000,0.001329418
1980-10-29,128.050003,129.910004,127.07,127.910004,127.910004,37200000,-0.001093315
1980-10-30,127.910004,128.710007,125.779999,126.290001,126.290001,39060000,-0.012665178
1980-10-31,126.290001,128.240005,125.290001,127.470001,127.470001,40110000,0.009343574
1980-11-03,127.470001,129.850006,127.230003,129.039993,129.039993,35820000,0.012316561
1980-11-05,130.770004,135.649994,130.770004,131.330002,131.330002,84080000,0.017746506
1980-11-06,131.300003,131.300003,128.229996,128.910004,128.910004,48890000,-0.018426848
1980-11-07,128.910004,130.080002,127.739998,129.179993,129.179993,40070000,0.002094399
1980-11-10,129.179993,130.509995,128.190002,129.479996,129.479996,35720000,0.002322364
1980-11-11,129.479996,132.300003,129.479996,131.259995,131.259995,41520000,0.01374729
1980-11-12,131.330002,135.119995,131.330002,134.589996,134.589996,58500000,0.025369504
1980-11-13,134.589996,137.210007,134.119995,136.490005,136.490005,69340000,0.014117015
1980-11-14,136.490005,138.960007,135.119995,137.149994,137.149994,71630000,0.004835438
1980-11-17,137.149994,138.460007,134.899994,137.75,137.75,50260000,0.004374816
1980-11-18,137.910004,140.919998,137.910004,139.699997,139.699997,70380000,0.014156058
1980-11-19,139.699997,141.759995,138.059998,139.059998,139.059998,69230000,-0.004581238
1980-11-20,139.059998,141.240005,137.789993,140.399994,140.399994,60180000,0.0096361
1980-11-21,140.399994,141.240005,138.100006,139.110001,139.110001,55950000,-0.009187985
1980-11-24,139.110001,139.360001,136.360001,138.309998,138.309998,51120000,-0.005750866
1980-11-25,138.309998,140.830002,137.419998,139.330002,139.330002,55840000,0.007374767
1980-11-26,139.330002,141.960007,138.600006,140.169998,140.169998,55340000,0.006028824
1980-11-28,140.169998,141.539993,139,140.520004,140.520004,34240000,0.002497011
1980-12-01,140.520004,140.660004,136.75,137.210007,137.210007,48180000,-0.023555344
1980-12-02,137.210007,138.110001,134.369995,136.970001,136.970001,52340000,-0.001749187
1980-12-03,136.970001,138.089996,135.429993,136.710007,136.710007,43430000,-0.001898182
1980-12-04,136.710007,138.399994,135.089996,136.479996,136.479996,51170000,-0.001682474
1980-12-05,136.369995,136.369995,132.910004,134.029999,134.029999,51990000,-0.017951327
1980-12-08,133.190002,133.190002,129.710007,130.610001,130.610001,53390000,-0.025516661
1980-12-09,130.610001,131.919998,128.770004,130.479996,130.479996,53220000,-0.000995368
1980-12-10,130.479996,131.990005,127.940002,128.259995,128.259995,49860000,-0.01701411
1980-12-11,128.259995,128.729996,125.32,127.360001,127.360001,60220000,-0.00701695
1980-12-12,127.360001,129.979996,127.150002,129.229996,129.229996,39530000,0.01468275
1980-12-15,129.229996,131.330002,128.639999,129.449997,129.449997,39700000,0.001702399
1980-12-16,129.449997,131.220001,128.330002,130.600006,130.600006,41630000,0.008883809
1980-12-17,130.600006,133.589996,130.220001,132.889999,132.889999,50800000,0.017534402
1980-12-18,132.889999,135.899994,131.889999,133,133,69570000,0.00082776
1980-12-19,133,134,131.800003,133.699997,133.699997,50770000,0.005263135
1980-12-22,133.699997,136.679993,132.880005,135.779999,135.779999,51950000,0.015557233
1980-12-23,135.779999,137.479996,134.009995,135.300003,135.300003,55260000,-0.003535101
1980-12-24,135.300003,136.550003,134.149994,135.880005,135.880005,29490000,0.004286785
1980-12-26,135.880005,137.020004,135.199997,136.570007,136.570007,16130000,0.005078025
1980-12-29,136.570007,137.509995,134.360001,135.029999,135.029999,36060000,-0.011276327
1980-12-30,135.029999,136.509995,134.039993,135.330002,135.330002,39750000,0.002221751
1980-12-31,135.330002,136.759995,134.289993,135.759995,135.759995,41210000,0.003177366
1981-01-02,135.759995,137.100006,134.610001,136.339996,136.339996,28870000,0.004272253
1981-01-05,136.339996,139.240005,135.860001,137.970001,137.970001,58710000,0.011955443
1981-01-06,137.970001,140.320007,135.779999,138.119995,138.119995,67400000,0.001087149
1981-01-07,136.020004,136.020004,132.300003,135.080002,135.080002,92890000,-0.022009797
1981-01-08,135.080002,136.100006,131.960007,133.059998,133.059998,55350000,-0.014954131
1981-01-09,133.059998,134.759995,131.710007,133.479996,133.479996,50190000,0.003156456
1981-01-12,133.479996,135.880005,132.789993,133.520004,133.520004,48760000,0.00029973
1981-01-13,133.520004,134.270004,131.690002,133.289993,133.289993,40890000,-0.001722671
1981-01-14,133.289993,135.25,132.649994,133.470001,133.470001,41390000,0.001350499
1981-01-15,133.470001,135.149994,132.440002,134.220001,134.220001,39640000,0.00561924
1981-01-16,134.220001,135.910004,133.350006,134.770004,134.770004,43260000,0.004097772
1981-01-19,134.770004,135.860001,133.509995,134.369995,134.369995,36470000,-0.002968086
1981-01-20,134.369995,135.300003,131.259995,131.649994,131.649994,41750000,-0.020242622
1981-01-21,131.649994,132.479996,129.929993,131.360001,131.360001,39190000,-0.002202757
1981-01-22,131.360001,132.080002,129.229996,130.259995,130.259995,39880000,-0.00837398
1981-01-23,130.259995,131.339996,129,130.229996,130.229996,37220000,-0.000230301
1981-01-26,130.229996,131.179993,128.570007,129.839996,129.839996,35380000,-0.002994702
1981-01-27,129.839996,131.949997,129.320007,131.119995,131.119995,42260000,0.00985828
1981-01-28,131.119995,132.410004,129.820007,130.339996,130.339996,36690000,-0.005948742
1981-01-29,130.339996,131.779999,128.970001,130.240005,130.240005,38170000,-0.000767155
1981-01-30,130.240005,131.649994,128.610001,129.550003,129.550003,41160000,-0.005297927
1981-02-02,129.479996,129.479996,125.82,126.910004,126.910004,44070000,-0.020378224
1981-02-03,126.910004,128.919998,125.889999,128.460007,128.460007,45950000,0.012213403
1981-02-04,128.460007,129.710007,127.290001,128.589996,128.589996,45520000,0.001011902
1981-02-05,128.589996,130.490005,127.989998,129.630005,129.630005,45320000,0.008087791
1981-02-06,129.630005,131.809998,129.029999,130.600006,130.600006,45820000,0.007482843
1981-02-09,130.600006,131.389999,128.610001,129.270004,129.270004,38330000,-0.010183782
1981-02-10,129.270004,130.190002,128.050003,129.240005,129.240005,40820000,-0.000232065
1981-02-11,129.240005,129.919998,127.599998,128.240005,128.240005,37770000,-0.007737542
1981-02-12,128.240005,128.949997,126.779999,127.480003,127.480003,34700000,-0.005926403
1981-02-13,127.480003,128.339996,126.040001,126.980003,126.980003,33360000,-0.003922184
1981-02-17,126.980003,128.75,126.43,127.809998,127.809998,37940000,0.006536423
1981-02-18,127.809998,129.25,127.089996,128.479996,128.479996,40410000,0.005242141
1981-02-19,128.479996,129.070007,125.980003,126.610001,126.610001,41630000,-0.014554756
1981-02-20,126.610001,127.650002,124.660004,126.580002,126.580002,41900000,-0.00023694
1981-02-23,126.580002,128.279999,125.690002,127.349998,127.349998,39590000,0.006083078
1981-02-24,127.349998,128.759995,126.489998,127.389999,127.389999,43960000,0.000314103
1981-02-25,127.389999,129.210007,125.769997,128.520004,128.520004,45710000,0.008870437
1981-02-26,128.520004,130.929993,128.020004,130.100006,130.100006,60300000,0.012293822
1981-02-27,130.100006,132.020004,129.350006,131.270004,131.270004,53210000,0.008993066
1981-03-02,131.270004,132.960007,130.149994,132.009995,132.009995,47710000,0.005637167
1981-03-03,132.009995,132.720001,129.660004,130.559998,130.559998,48730000,-0.010983994
1981-03-04,130.559998,132.070007,129.570007,130.860001,130.860001,47260000,0.002297817
1981-03-05,130.860001,131.820007,129.25,129.929993,129.929993,45380000,-0.007106893
1981-03-06,129.929993,131.179993,128.559998,129.850006,129.850006,43940000,-0.000615616
1981-03-09,129.850006,131.940002,129.389999,131.119995,131.119995,46180000,0.009780431
1981-03-10,131.119995,132.639999,129.720001,130.460007,130.460007,56610000,-0.005033466
1981-03-11,130.460007,131.199997,128.720001,129.949997,129.949997,47390000,-0.003909321
1981-03-12,129.949997,133.559998,129.759995,133.190002,133.190002,54640000,0.024932705
1981-03-13,133.190002,135.529999,132.389999,133.110001,133.110001,68290000,-0.000600653
1981-03-16,133.110001,135.350006,132.100006,134.679993,134.679993,49940000,0.011794696
1981-03-17,134.679993,136.089996,132.800003,133.919998,133.919998,65920000,-0.005642969
1981-03-18,133.919998,135.660004,132.800003,134.220001,134.220001,55740000,0.002240166
1981-03-19,134.220001,135.369995,132.369995,133.460007,133.460007,62440000,-0.005662301
1981-03-20,133.460007,135.289993,132.5,134.080002,134.080002,61980000,0.004645549
1981-03-23,134.080002,136.5,133.410004,135.690002,135.690002,57880000,0.012007756
1981-03-24,135.690002,137.399994,134.100006,134.669998,134.669998,66400000,-0.007517164
1981-03-25,134.669998,137.320007,133.919998,137.110001,137.110001,56320000,0.018118386
1981-03-26,137.110001,138.380005,135.289993,136.270004,136.270004,60370000,-0.006126446
1981-03-27,136.270004,136.889999,133.910004,134.649994,134.649994,46930000,-0.011888236
1981-03-30,134.649994,135.869995,133.509995,134.279999,134.279999,33500000,-0.002747828
1981-03-31,134.679993,137.149994,134.679993,136,136,50980000,0.012809063
1981-04-01,136,137.559998,135.039993,136.570007,136.570007,54880000,0.004191228
1981-04-02,136.570007,137.720001,135.160004,136.320007,136.320007,52570000,-0.001830563
1981-04-03,136.320007,137.039993,134.669998,135.490005,135.490005,48680000,-0.006088629
1981-04-06,135.490005,135.610001,132.910004,133.929993,133.929993,43190000,-0.011513853
1981-04-07,133.929993,135.270004,132.960007,133.910004,133.910004,44540000,-0.00014925
1981-04-08,133.910004,135.339996,133.259995,134.309998,134.309998,48000000,0.002987036
1981-04-09,134.309998,135.800003,132.589996,134.669998,134.669998,59520000,0.002680366
1981-04-10,134.669998,136.229996,133.179993,134.509995,134.509995,58130000,-0.001188112
1981-04-13,134.509995,134.910004,132.240005,133.149994,133.149994,49860000,-0.01011078
1981-04-14,133.149994,134.029999,131.580002,132.679993,132.679993,48350000,-0.003529861
1981-04-15,132.679993,134.789993,132.199997,134.169998,134.169998,56040000,0.011230065
1981-04-16,134.169998,135.820007,133.429993,134.699997,134.699997,52950000,0.003950205
1981-04-20,134.699997,136.25,133.190002,135.449997,135.449997,51020000,0.005567929
1981-04-21,135.449997,136.380005,133.490005,134.229996,134.229996,60280000,-0.009007021
1981-04-22,134.229996,135.539993,132.720001,134.139999,134.139999,60660000,-0.000670469
1981-04-23,134.139999,135.899994,132.899994,133.940002,133.940002,64200000,-0.001490957
